brand,product_title,review_text,star_rating,date,verified_purchase,sentiment_score,wheels,handle,material,zipper,size,durability
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy","The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesn’t affect functionality at all, but worth mentioning.Overall, a great product at this price, durable and worth buying. Highly recommended for frequent travellers.",4.0,Reviewed in India on 21 January 2026,False,0.9625,positive,not_mentioned,positive,not_mentioned,positive,positive
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy","It is the best safari suitcase that I have received. I would recommend you to buy this . You can buy this if you are travelling for 14-15 days ( M). It's sturdiness , durability , space ,weight are all best.",5.0,Reviewed in India on 22 March 2026,False,0.8979,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy","Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",5.0,Reviewed in India on 23 March 2026,False,0.9259,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy","I have been using this trolley bag for a few weeks, and I’m really impressed with its quality. The material feels strong and non-breakable, making it perfect for regular travel without worrying about wear and tear.The design is sleek and modern, and the bag is very practical with well-thought-out compartments. It not only looks good but also feels comfortable to carry around.After using it for some time, I can confidently say this trolley bag is durable, stylish, and a reliable choice for frequent travelers.",4.0,Reviewed in India on 12 March 2026,False,0.9338,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy",Good quality in lower cost. Highly recommend to everyone,5.0,Reviewed in India on 22 March 2026,False,0.5413,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy",Light quality,3.0,Reviewed in India on 7 March 2026,False,0.0,not_mentioned,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy",Good enough,4.0,Reviewed in India on 11 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Excellent product real value for money!,5.0,Reviewed in India on 17 February 2026,False,0.75,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Awesome quality …good one …. suggested.,4.0,Reviewed in India on 15 January 2026,False,0.6249,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Its really good,5.0,Reviewed in India on 13 March 2026,False,0.4927,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Great trolley bag,5.0,Reviewed in India on 27 February 2026,False,0.6249,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green","The quality of this trolley is extremely poor. Last week, while I was traveling, the trolley broke unexpectedly. When I contacted customer service to request a replacement under their 3-year warranty policy, they flatly rejected my claim.Safari team informed me that they ""cannot verify the breakage,"" despite the product clearly failing during normal use. This response was completely unsatisfactory and showed no concern for a legitimate warranty issue.I cannot recommend this brand to anyone. Instead, I strongly suggest spending a little more money and choosing a reputable, trusted brand that stands behind their products and actually honors their warranty commitments.",1.0,Reviewed in India on 20 March 2026,False,-0.8541,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,negative
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Great value for money. Brilliant size selection.,5.0,Reviewed in India on 16 February 2026,False,0.8834,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green",Not upto the mark. The product got different wheels(Image shows a covered wheel). Zip is moderate. The handle don't have step up or step down option. Overall quality is not so satisfying. Price range should have been around 2000 INR Max.Not worth the money.,3.0,Reviewed in India on 5 December 2025,False,-0.3007,negative,negative,negative,negative,not_mentioned,not_mentioned
VIP,"Safari Cabin Crescent 8 Wheels 56cm Small Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Travel Bag, Suitcase for Travel, Trolley Bags for Travel, Thyme Green","Overall the material is good in this price but not upto expectations, the walls are thin and the lock has some issue, also there were some scratches on the body, there could be alot improvements.",4.0,Reviewed in India on 12 September 2025,False,0.5994,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
VIP,Safari,It's very good and strong body alsoLooks also goodColour looks awesome,5.0,Reviewed in India on 18 March 2026,False,0.8969,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",4.0,Reviewed in India on 19 March 2026,False,0.7824,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned
VIP,Safari,"✅ 1. Quality: Material is strong and durable.✅ 2. Design: Looks stylish and premium.✅ 3. Sizes: 3 different sizes are very useful for short and long trips.✅ 4. Wheels: Wheels are smooth and easy to move.✅ 5. Handle: Handle is strong and comfortable to hold.✅ 6. Space: Enough space inside for clothes and other items.✅ 7. Zip Quality: Zip is smooth and strong.✅ 8. Lock System: Lock is good and works properly.✅ 9. Storage: All 3 trolleys fit inside each other, easy to store.✅ 10. Value for Money: Very good product at this price",5.0,Reviewed in India on 9 February 2026,False,0.9851,positive,positive,positive,positive,not_mentioned,positive
VIP,Safari,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",4.0,Reviewed in India on 30 January 2026,False,0.8655,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,Average quality. Chain liner single layer. Wheels below average quality.Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.,3.0,Reviewed in India on 15 February 2026,False,0.4577,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
VIP,Safari,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,5.0,Reviewed in India on 16 March 2026,False,0.7263,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,Really nice product within budget,5.0,Reviewed in India on 13 March 2026,False,0.4754,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,4.0,Reviewed in India on 28 February 2026,False,-0.5574,negative,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Well product,5.0,Reviewed in India on 30 October 2025,False,0.2732,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,The color is beautiful however the suitcase weighs more than 2kgs so that's incorrect information provided. It's more than 3kg weight!,3.0,Reviewed in India on 5 February 2026,False,0.636,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,"material used for the manufacturing does not appear to be of high quality, it looks to be very fragile.  However, no keys are provided for the suitcases and also in instructions are given to set up locks.",3.0,Reviewed in India on 19 September 2025,False,-0.3535,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,Great quality at affordable price !!,5.0,Reviewed in India on 11 March 2026,False,0.6892,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,"The quality is very good with a premium design, enough space for travel needs and feels durable. Overall, a good product and definitely worth buying. Must go for it",4.0,Reviewed in India on 14 December 2025,False,0.8655,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive
VIP,Safari,"The build quality is really super and feels sturdy. Wheels are smooth and easy to move, even when fully loaded. The outer shell looks premium and durable.However, the major drawback is the lack of internal layers or compartments. There is no proper separation or spacing to organize items—it’s basically one large open area like a box. Because of this, keeping clothes and accessories neatly arranged becomes difficult.Overall, it’s good for carrying large quantities, but not ideal if you prefer organized packing.",5.0,Reviewed in India on 29 January 2026,False,0.2576,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
VIP,Safari,"Overall a good product,light weight, must for travellers.",4.0,Reviewed in India on 14 February 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,"Writing review after 1 year of purchasePositives:- good quality- Good color- good space- good for cabin bags- wheels are nice- rolls nicely- light weight- handle quality is good but design and switch is notNegatives:- expensive for its design and quality- not balanced properly(design is flawed)- fell down easily- handle and extended handle is not sturdy- extended handle causes problem(started after 2 months)- handle switch is not of good qualityFor this price, I would expect something better.",3.0,Reviewed in India on 16 November 2025,False,0.8516,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,Good quality trolley bag from Safari. Delivery is also fast in 3 days.,5.0,Reviewed in India on 19 March 2026,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,"I recently bought the Safari Thorium Neo 8 Wheels 66 cm medium check-in suitcase and it has exceeded my expectations on every trip! The hard polycarbonate shell feels tough and has protected my luggage well even after multiple journeys — it doesn’t show scratches easily and still looks great. �YouTube +1The 8-wheel 360° spinner system is a big highlight — it glides effortlessly through airports, tight aisles, and hotel lobbies without catching or wobbling. Makes traveling so smooth! �Amazon IndiaInside, the bag is very spacious, with enough room for everything I needed on a week-long trip. The fixed combination lock gives good peace of mind, and the textured finish adds a premium look. �India Free StuffOverall, this suitcase feels well-built for the price and is perfect for frequent flyers, family vacations, or business travel. Excellent value for money — definitely recommended! ✈️",5.0,Reviewed in India on 24 February 2026,False,0.9881,positive,not_mentioned,positive,positive,positive,not_mentioned
VIP,Safari,Lock is really a issue . Once set it opened and locked but again try to open the lock . Lock was not functional.Need to add more good quality lock,3.0,Reviewed in India on 7 January 2026,False,0.6474,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
VIP,Safari,الخامة جيدة لكن عمقها صغير ولا تسمح لك بتمديد العمق,3.0,Reviewed in Saudi Arabia on 4 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,Safari,روعة والوان جميله ومساحتها واسعه,5.0,Reviewed in Saudi Arabia on 22 January 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Nice looking best quality,5.0,Reviewed in India on 18 February 2026,False,0.7906,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Best in quality and cost.,5.0,Reviewed in India on 22 December 2025,False,0.6369,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Good bag,5.0,Reviewed in India on 16 December 2025,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Value for money,5.0,Reviewed in India on 15 February 2026,False,0.34,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Quality is super.,5.0,Reviewed in India on 30 November 2025,False,0.5994,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,No the product is bad the lock is not opening tried several methods contact customer service of vip they are not also helpful,2.0,Reviewed in India on 5 October 2025,False,-0.5764,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned
VIP,VIP,The body was sturdy but the Zips were so fragile as they broke open on first use itself. Highly risky to use this on travel,1.0,Reviewed in India on 7 March 2026,False,-0.7461,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,negative
VIP,VIP,Quality is good ❤️,5.0,Reviewed in India on 30 November 2025,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Ok,5.0,Reviewed in India on 15 November 2025,False,0.296,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Ordered this despite very few reviews and received it today. The suitcase seems sturdy and well made so far. No complaints on initial inspection. We will take in for a trip overseas and update how it holds up.,4.0,Reviewed in India on 11 February 2026,False,0.5994,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,It has a good ample of space and sturdy design.,5.0,Reviewed in India on 23 October 2024,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,"Low Quality, less strong look like",1.0,Reviewed in India on 25 December 2025,False,0.4842,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,Zippers are very hard,2.0,Reviewed in India on 22 October 2025,False,-0.1761,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
VIP,VIP,"good. checks all the boxes, tyre quality looks a little wanting.",4.0,Reviewed in India on 13 October 2025,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
